LECROYWR610Zi,62129,Waveform
-1.515432,4.99256
-1.514432,4.99256
-1.513432,4.99256
-1.512432,4.99256
-1.511432,4.99256
-1.510432,5.02577
-1.509432,4.99256
-1.508432,4.99256
-1.507432,4.99256
-1.506432,4.99256
-1.505432,4.99256
-1.504432,4.99256
-1.503432,4.99256
-1.502432,4.99256
-1.501432,5.02577
-1.500432,4.99256
-1.499432,4.99256
-1.498432,4.99256
-1.497432,4.92614
-1.496432,5.02577
-1.495432,5.02577
-1.494432,4.99256
-1.493432,4.95935
-1.492432,4.99256
-1.491432,4.99256
-1.490432,4.95935
-1.489432,4.99256
-1.488432,4.99256
-1.487432,4.95935
-1.486432,4.95935
-1.485432,4.99256
-1.484432,4.95935
-1.483432,0.077577
-1.482432,0.077577
-1.481432,0.077577
-1.480432,0.0443677
-1.479432,0.0443677
-1.478432,0.0111583
-1.477432,0.0443677
-1.476432,0.0443677
-1.475432,0.0443677
-1.474432,0.0443677
-1.473432,0.077577
-1.472432,0.0111583
-1.471432,0.0443677
-1.470432,0.077577
-1.469432,0.0443677
-1.468432,0.0111583
-1.467432,0.0111583
-1.466432,0.0111583
-1.465432,0.0111583
-1.464432,0.0111583
-1.463432,0.0111583
-1.462432,0.0111583
-1.461432,0.0111583
-1.460432,0.0111583
-1.459432,0.0111583
-1.458432,0.0443677
-1.457432,0.0443677
-1.456432,0.0111583
-1.455432,0.0111583
-1.454432,0.0443677
-1.453432,0.0443677
-1.452432,0.0111583
-1.451432,0.0111583
-1.450432,0.077577
-1.449432,0.0443677
-1.448432,0.0443677
-1.447432,0.077577
-1.446432,0.0111583
-1.445432,0.0111583
-1.444432,0.0111583
-1.443432,0.0111583
-1.442432,0.0443677
-1.441432,-0.022051
-1.440432,-0.022051
-1.439432,-0.022051
-1.438432,0.0111583
-1.437432,0.0111583
-1.436432,4.92614
-1.435432,4.89293
-1.434432,4.92614
-1.433432,4.95935
-1.432432,4.95935
-1.431432,4.95935
-1.430432,4.99256
-1.429432,4.95935
-1.428432,4.99256
-1.427432,4.99256
-1.426432,4.95935
-1.425432,4.99256
-1.424432,4.99256
-1.423432,4.99256
-1.422432,4.95935
-1.421432,4.99256
-1.420432,4.99256
-1.419432,4.99256
-1.418432,4.99256
-1.417432,4.99256
-1.416432,4.95935
-1.415432,4.99256
-1.414432,4.99256
-1.413432,4.99256
-1.412432,4.99256
-1.411432,4.99256
-1.410432,4.99256
-1.409432,4.99256
-1.408432,4.99256
-1.407432,4.99256
-1.406432,4.95935
-1.405432,4.99256
-1.404432,4.95935
-1.403432,4.99256
-1.402432,5.02577
-1.401432,4.99256
-1.400432,4.99256
-1.399432,4.99256
-1.398432,4.99256
-1.397432,4.92614
-1.396432,4.99256
-1.395432,4.99256
-1.394432,4.99256
-1.393432,5.02577
-1.392432,5.02577
-1.391432,4.99256
-1.390432,4.99256
-1.389432,4.99256
-1.388432,4.99256
-1.387432,4.95935
-1.386432,4.99256
-1.385432,4.99256
-1.384432,4.99256
-1.383432,4.99256
-1.382432,4.99256
-1.381432,4.99256
-1.380432,4.99256
-1.379432,4.95935
-1.378432,4.99256
-1.377432,4.99256
-1.376432,4.99256
-1.375432,5.02577
-1.374432,5.05898
-1.373432,4.99256
-1.372432,4.99256
-1.371432,4.99256
-1.370432,4.95935
-1.369432,4.99256
-1.368432,4.99256
-1.367432,4.99256
-1.366432,4.95935
-1.365432,5.02577
-1.364432,5.02577
-1.363432,4.99256
-1.362432,4.95935
-1.361432,4.99256
-1.360432,4.99256
-1.359432,5.02577
-1.358432,4.99256
-1.357432,4.99256
-1.356432,4.99256
-1.355432,5.02577
-1.354432,4.95935
-1.353432,4.99256
-1.352432,4.99256
-1.351432,5.02577
-1.350432,4.99256
-1.349432,4.99256
-1.348432,5.02577
-1.347432,4.99256
-1.346432,4.95935
-1.345432,4.99256
-1.344432,5.02577
-1.343432,4.99256
-1.342432,4.99256
-1.341432,4.95935
-1.340432,5.02577
-1.339432,4.99256
-1.338432,4.99256
-1.337432,4.99256
-1.336432,4.95935
-1.335432,5.02577
-1.334432,4.99256
-1.333432,4.99256
-1.332432,4.99256
-1.331432,4.99256
-1.330432,4.99256
-1.329432,4.99256
-1.328432,4.92614
-1.327432,4.99256
-1.326432,4.95935
-1.325432,4.95935
-1.324432,5.02577
-1.323432,5.02577
-1.322432,4.99256
-1.321432,4.99256
-1.320432,4.95935
-1.319432,4.99256
-1.318432,4.99256
-1.317432,4.99256
-1.316432,4.99256
-1.315432,4.99256
-1.314432,4.92614
-1.313432,4.99256
-1.312432,4.99256
-1.311432,4.99256
-1.310432,4.99256
-1.309432,4.99256
-1.308432,4.95935
-1.307432,4.99256
-1.306432,4.99256
-1.305432,4.95935
-1.304432,4.99256
-1.303432,4.99256
-1.302432,4.99256
-1.301432,4.95935
-1.300432,4.99256
-1.299432,4.99256
-1.298432,4.99256
-1.297432,4.99256
-1.296432,4.99256
-1.295432,4.99256
-1.294432,4.99256
-1.293432,4.99256
-1.292432,4.99256
-1.291432,4.99256
-1.290432,4.99256
-1.289432,4.99256
-1.288432,4.99256
-1.287432,4.99256
-1.286432,4.99256
-1.285432,4.99256
-1.284432,4.95935
-1.283432,4.99256
-1.282432,4.99256
-1.281432,5.02577
-1.280432,4.99256
-1.279432,5.02577
-1.278432,4.99256
-1.277432,4.99256
-1.276432,4.99256
-1.275432,4.99256
-1.274432,4.99256
-1.273432,5.02577
-1.272432,4.99256
-1.271432,4.99256
-1.270432,4.99256
-1.269432,0.110786
-1.268432,0.077577
-1.267432,0.077577
-1.266432,0.077577
-1.265432,0.0443677
-1.264432,0.077577
-1.263432,0.0443677
-1.262432,0.0111583
-1.261432,0.0111583
-1.260432,0.0443677
-1.259432,0.0111583
-1.258432,0.0443677
-1.257432,0.0443677
-1.256432,0.0111583
-1.255432,0.0443677
-1.254432,0.0111583
-1.253432,0.0443677
-1.252432,0.0443677
-1.251432,4.7933
-1.250432,4.92614
-1.249432,4.92614
-1.248432,4.92614
-1.247432,4.92614
-1.246432,4.99256
-1.245432,4.95935
-1.244432,4.99256
-1.243432,4.92614
-1.242432,4.99256
-1.241432,4.99256
-1.240432,4.99256
-1.239432,4.99256
-1.238432,4.95935
-1.237432,4.95935
-1.236432,4.99256
-1.235432,4.99256
-1.234432,4.99256
-1.233432,4.99256
-1.232432,4.99256
-1.231432,4.95935
-1.230432,4.99256
-1.229432,4.99256
-1.228432,5.02577
-1.227432,4.99256
-1.226432,4.99256
-1.225432,4.99256
-1.224432,4.99256
-1.223432,4.99256
-1.222432,5.02577
-1.221432,4.99256
-1.220432,5.02577
-1.219432,4.99256
-1.218432,4.99256
-1.217432,4.99256
-1.216432,4.95935
-1.215432,4.99256
-1.214432,4.95935
-1.213432,4.99256
-1.212432,4.92614
-1.211432,0.077577
-1.210432,0.0443677
-1.209432,0.0443677
-1.208432,0.0443677
-1.207432,0.077577
-1.206432,0.0111583
-1.205432,0.0111583
-1.204432,0.0111583
-1.203432,0.077577
-1.202432,0.0111583
-1.201432,0.0111583
-1.200432,0.0443677
-1.199432,0.0111583
-1.198432,0.0443677
-1.197432,0.0111583
-1.196432,0.077577
-1.195432,0.0111583
-1.194432,0.0111583
-1.193432,0.0443677
-1.192432,0.0111583
-1.191432,0.0111583
-1.190432,0.0111583
-1.189432,0.0111583
-1.188432,0.0443677
-1.187432,0.0111583
-1.186432,0.0111583
-1.185432,0.0111583
-1.184432,0.0111583
-1.183432,0.0111583
-1.182432,0.0111583
-1.181432,0.0443677
-1.180432,0.0111583
-1.179432,0.0111583
-1.178432,0.0111583
-1.177432,-0.022051
-1.176432,0.0111583
-1.175432,0.0111583
-1.174432,0.0111583
-1.173432,0.0443677
-1.172432,0.0111583
-1.171432,0.0443677
-1.170432,0.0111583
-1.169432,0.0111583
-1.168432,0.0111583
-1.167432,0.0111583
-1.166432,0.0111583
-1.165432,0.0111583
-1.164432,0.0111583
-1.163432,-0.022051
-1.162432,0.0111583
-1.161432,0.0111583
-1.160432,0.0111583
-1.159432,0.0111583
-1.158432,0.0443677
-1.157432,0.0111583
-1.156432,0.0443677
-1.155432,0.0443677
-1.154432,0.0111583
-1.153432,0.0443677
-1.152432,0.0111583
-1.151432,0.0111583
-1.150432,0.0443677
-1.149432,0.0111583
-1.148432,0.0111583
-1.147432,0.0111583
-1.146432,0.0443677
-1.145432,0.0443677
-1.144432,0.0443677
-1.143432,4.92614
-1.142432,4.92614
-1.141432,4.92614
-1.140432,4.92614
-1.139432,4.92614
-1.138432,4.99256
-1.137432,4.92614
-1.136432,4.95935
-1.135432,4.95935
-1.134432,4.99256
-1.133432,4.99256
-1.132432,4.95935
-1.131432,4.92614
-1.130432,4.95935
-1.129432,4.99256
-1.128432,4.99256
-1.127432,4.99256
-1.126432,4.99256
-1.125432,4.99256
-1.124432,4.99256
-1.123432,4.95935
-1.122432,4.95935
-1.121432,4.99256
-1.120432,4.99256
-1.119432,5.05898
-1.118432,4.99256
-1.117432,4.95935
-1.116432,4.99256
-1.115432,4.99256
-1.114432,4.99256
-1.113432,4.99256
-1.112432,4.99256
-1.111432,4.99256
-1.110432,5.02577
-1.109432,5.02577
-1.108432,4.99256
-1.107432,4.99256
-1.106432,4.99256
-1.105432,4.99256
-1.104432,4.99256
-1.103432,4.99256
-1.102432,5.02577
-1.101432,4.99256
-1.100432,4.99256
-1.099432,5.02577
-1.098432,4.99256
-1.097432,4.99256
-1.096432,4.99256
-1.095432,5.02577
-1.094432,4.99256
-1.093432,5.02577
-1.092432,4.99256
-1.091432,5.02577
-1.090432,5.02577
-1.089432,4.99256
-1.088432,4.99256
-1.087432,4.99256
-1.086432,5.02577
-1.085432,4.99256
-1.084432,4.99256
-1.083432,4.99256
-1.082432,5.05898
-1.081432,5.02577
-1.080432,4.99256
-1.079432,5.02577
-1.078432,4.99256
-1.077432,4.99256
-1.076432,4.99256
-1.075432,4.99256
-1.074432,4.99256
-1.073432,4.99256
-1.072432,4.99256
-1.071432,4.99256
-1.070432,4.99256
-1.069432,4.92614
-1.068432,4.95935
-1.067432,4.99256
-1.066432,5.02577
-1.065432,4.99256
-1.064432,5.02577
-1.063432,4.99256
-1.062432,4.99256
-1.061432,4.99256
-1.060432,4.99256
-1.059432,4.99256
-1.058432,4.99256
-1.057432,4.99256
-1.056432,4.99256
-1.055432,5.02577
-1.054432,4.99256
-1.053432,5.02577
-1.052432,4.99256
-1.051432,4.99256
-1.050432,4.99256
-1.049432,5.02577
-1.048432,4.99256
-1.047432,4.99256
-1.046432,4.99256
-1.045432,4.99256
-1.044432,4.99256
-1.043432,4.99256
-1.042432,4.99256
-1.041432,5.02577
-1.040432,4.99256
-1.039432,4.99256
-1.038432,4.95935
-1.037432,4.99256
-1.036432,5.02577
-1.035432,4.99256
-1.034432,4.95935
-1.033432,4.95935
-1.032432,4.99256
-1.031432,4.99256
-1.030432,4.99256
-1.029432,4.99256
-1.028432,5.02577
-1.027432,4.95935
-1.026432,4.99256
-1.025432,4.95935
-1.024432,4.99256
-1.023432,4.99256
-1.022432,4.99256
-1.021432,4.99256
-1.020432,5.02577
-1.019432,4.99256
-1.018432,4.99256
-1.017432,4.99256
-1.016432,4.99256
-1.015432,4.99256
-1.014432,4.99256
-1.013432,4.99256
-1.012432,4.99256
-1.011432,4.99256
-1.010432,4.99256
-1.009432,4.99256
-1.008432,4.99256
-1.007432,4.99256
-1.006432,4.99256
-1.005432,4.99256
-1.004432,4.95935
-1.003432,5.02577
-1.002432,5.02577
-1.001432,4.99256
-1.000432,4.99256
-0.9994323,4.95935
-0.9984323,4.99256
-0.9974323,4.95935
-0.9964323,4.95935
-0.9954323,5.02577
-0.9944323,4.95935
-0.9934323,4.95935
-0.9924323,4.99256
-0.9914323,5.02577
-0.9904323,4.99256
-0.9894323,4.99256
-0.9884323,4.99256
-0.9874323,5.02577
-0.9864323,4.99256
-0.9854323,5.02577
-0.9844323,4.99256
-0.9834323,4.99256
-0.9824323,4.99256
-0.9814323,5.02577
-0.9804323,4.99256
-0.9794323,4.99256
-0.9784323,4.95935
-0.9774323,4.99256
-0.9764323,4.99256
-0.9754323,5.02577
-0.9744323,4.95935
-0.9734323,4.99256
-0.9724323,4.99256
-0.9714323,4.99256
-0.9704323,4.99256
-0.9694323,4.99256
-0.9684323,4.99256
-0.9674323,4.99256
-0.9664323,4.99256
-0.9654323,4.95935
-0.9644323,4.99256
-0.9634323,4.99256
-0.9624323,4.99256
-0.9614323,4.99256
-0.9604323,4.99256
-0.9594323,4.99256
-0.9584323,4.99256
-0.9574323,4.95935
-0.9564323,4.99256
-0.9554323,4.99256
-0.9544323,4.99256
-0.9534323,4.99256
-0.9524323,4.99256
-0.9514323,4.99256
-0.9504323,4.99256
-0.9494323,5.02577
-0.9484323,4.99256
-0.9474323,5.02577
-0.9464323,5.02577
-0.9454323,4.99256
-0.9444323,4.99256
-0.9434323,4.95935
-0.9424323,4.99256
-0.9414323,4.99256
-0.9404323,4.95935
-0.9394323,4.95935
-0.9384323,4.99256
-0.9374323,4.92614
-0.9364323,4.99256
-0.9354323,4.99256
-0.9344323,4.99256
-0.9334323,4.99256
-0.9324323,4.95935
-0.9314323,5.05898
-0.9304323,4.99256
-0.9294323,4.99256
-0.9284323,4.95935
-0.9274323,5.02577
-0.9264323,4.99256
-0.9254323,4.99256
-0.9244323,4.95935
-0.9234323,4.95935
-0.9224323,5.02577
-0.9214323,4.99256
-0.9204323,4.99256
-0.9194323,5.02577
-0.9184323,4.99256
-0.9174323,4.99256
-0.9164323,4.99256
-0.9154323,4.95935
-0.9144323,4.99256
-0.9134323,4.99256
-0.9124323,4.99256
-0.9114323,4.99256
-0.9104323,0.110786
-0.9094323,0.077577
-0.9084323,0.077577
-0.9074323,0.0443677
-0.9064323,0.0443677
-0.9054323,0.077577
-0.9044323,0.0111583
-0.9034323,0.0443677
-0.9024323,0.077577
-0.9014323,0.0443677
-0.9004323,0.0443677
-0.8994323,0.0111583
-0.8984323,0.0111583
-0.8974323,0.0111583
-0.8964323,0.0111583
-0.8954323,0.0111583
-0.8944323,0.0111583
-0.8934323,-0.022051
-0.8924323,0.0443677
-0.8914323,0.0111583
-0.8904323,0.0111583
-0.8894323,-0.022051
-0.8884323,0.0111583
-0.8874323,0.0111583
-0.8864323,0.0111583
-0.8854323,0.0111583
-0.8844323,0.0443677
-0.8834323,0.0111583
-0.8824323,0.0111583
-0.8814323,0.0111583
-0.8804323,0.077577
-0.8794323,0.0111583
-0.8784323,0.0443677
-0.8774323,0.0111583
-0.8764323,0.0443677
-0.8754323,0.0111583
-0.8744323,0.0111583
-0.8734323,0.0111583
-0.8724323,0.0111583
-0.8714323,0.0443677
-0.8704323,0.0111583
-0.8694323,0.0111583
-0.8684323,0.0111583
-0.8674323,0.0443677
-0.8664323,0.0111583
-0.8654323,0.0111583
-0.8644323,0.0443677
-0.8634323,-0.022051
-0.8624323,0.0111583
-0.8614323,0.0111583
-0.8604323,-0.022051
-0.8594323,0.0111583
-0.8584323,0.0111583
-0.8574323,0.0111583
-0.8564323,0.0111583
-0.8554323,0.0111583
-0.8544323,0.0111583
-0.8534323,0.0443677
-0.8524323,0.0111583
-0.8514323,0.0111583
-0.8504323,0.0111583
-0.8494323,0.0111583
-0.8484323,0.0111583
-0.8474323,0.0111583
-0.8464323,0.0111583
-0.8454323,0.0443677
-0.8444323,-0.022051
-0.8434323,0.0111583
-0.8424323,0.077577
-0.8414323,0.0111583
-0.8404323,0.0111583
-0.8394323,0.0111583
-0.8384323,0.0443677
-0.8374323,0.0111583
-0.8364323,0.0111583
-0.8354323,0.0443677
-0.8344323,0.0443677
-0.8334323,0.0443677
-0.8324323,0.0111583
-0.8314323,4.85972
-0.8304323,4.92614
-0.8294323,4.89293
-0.8284323,4.95935
-0.8274323,4.92614
-0.8264323,4.92614
-0.8254323,4.99256
-0.8244323,4.95935
-0.8234323,4.95935
-0.8224323,4.92614
-0.8214323,4.99256
-0.8204323,4.99256
-0.8194323,4.99256
-0.8184323,4.99256
-0.8174323,4.99256
-0.8164323,5.02577
-0.8154323,5.02577
-0.8144323,4.99256
-0.8134323,4.95935
-0.8124323,4.99256
-0.8114323,4.99256
-0.8104323,4.95935
-0.8094323,4.99256
-0.8084323,4.95935
-0.8074323,4.99256
-0.8064323,4.99256
-0.8054323,5.05898
-0.8044323,4.99256
-0.8034323,4.99256
-0.8024323,4.99256
-0.8014323,4.99256
-0.8004323,4.99256
-0.7994323,4.99256
-0.7984323,4.99256
-0.7974323,4.99256
-0.7964323,4.99256
-0.7954323,4.99256
-0.7944323,4.99256
-0.7934323,5.02577
-0.7924323,4.99256
-0.7914323,4.99256
-0.7904323,4.99256
-0.7894323,4.95935
-0.7884323,4.99256
-0.7874323,4.99256
-0.7864323,4.99256
-0.7854323,4.95935
-0.7844323,4.99256
-0.7834323,4.99256
-0.7824323,4.99256
-0.7814323,4.99256
-0.7804323,4.99256
-0.7794323,4.99256
-0.7784323,0.077577
-0.7774323,0.077577
-0.7764323,0.110786
-0.7754323,0.077577
-0.7744323,0.077577
-0.7734323,0.0443677
-0.7724323,0.0111583
-0.7714323,0.0443677
-0.7704323,0.0443677
-0.7694323,0.0443677
-0.7684323,0.0443677
-0.7674323,0.0111583
-0.7664323,0.0111583
-0.7654323,0.0111583
-0.7644323,0.0111583
-0.7634323,0.0443677
-0.7624323,0.0111583
-0.7614323,0.0111583
-0.7604323,0.0443677
-0.7594323,-0.022051
-0.7584323,0.0443677
-0.7574323,0.0111583
-0.7564323,0.0111583
-0.7554323,0.0111583
-0.7544323,0.0443677
-0.7534323,4.92614
-0.7524323,4.89293
-0.7514323,4.92614
-0.7504323,4.95935
-0.7494323,4.92614
-0.7484323,4.95935
-0.7474323,4.92614
-0.7464323,4.99256
-0.7454323,4.99256
-0.7444323,4.95935
-0.7434323,4.92614
-0.7424323,4.99256
-0.7414323,4.99256
-0.7404323,5.02577
-0.7394323,5.02577
-0.7384323,4.95935
-0.7374323,4.99256
-0.7364323,4.95935
-0.7354323,4.99256
-0.7344323,4.99256
-0.7334323,4.99256
-0.7324323,4.99256
-0.7314323,4.99256
-0.7304323,4.99256
-0.7294323,4.99256
-0.7284323,4.99256
-0.7274323,4.95935
-0.7264323,4.99256
-0.7254323,4.99256
-0.7244323,4.99256
-0.7234323,5.02577
-0.7224323,4.99256
-0.7214323,4.95935
-0.7204323,4.99256
-0.7194323,4.95935
-0.7184323,4.99256
-0.7174323,4.99256
-0.7164323,5.02577
-0.7154323,4.99256
-0.7144323,4.99256
-0.7134323,4.99256
-0.7124323,4.99256
-0.7114323,5.02577
-0.7104323,4.99256
-0.7094323,4.99256
-0.7084323,4.99256
-0.7074323,4.99256
-0.7064323,4.99256
-0.7054323,4.99256
-0.7044323,4.99256
-0.7034323,4.95935
-0.7024323,4.99256
-0.7014323,5.02577
-0.7004323,4.99256
-0.6994323,4.99256
-0.6984323,4.99256
-0.6974323,4.99256
-0.6964323,4.99256
-0.6954323,4.99256
-0.6944323,4.99256
-0.6934323,4.99256
-0.6924323,4.99256
-0.6914323,5.02577
-0.6904323,4.92614
-0.6894323,4.99256
-0.6884323,4.99256
-0.6874323,4.99256
-0.6864323,4.99256
-0.6854323,4.99256
-0.6844323,5.02577
-0.6834323,4.99256
-0.6824323,4.99256
-0.6814323,4.99256
-0.6804323,5.02577
-0.6794323,0.077577
-0.6784323,0.077577
-0.6774323,0.110786
-0.6764323,0.0443677
-0.6754323,4.99256
-0.6744323,4.95935
-0.6734323,4.99256
-0.6724323,4.99256
-0.6714323,4.92614
-0.6704323,4.95935
-0.6694323,4.99256
-0.6684323,4.99256
-0.6674323,4.99256
-0.6664323,4.99256
-0.6654323,4.99256
-0.6644323,4.95935
-0.6634323,4.99256
-0.6624323,4.99256
-0.6614323,4.99256
-0.6604323,4.99256
-0.6594323,4.99256
-0.6584323,4.95935
-0.6574323,4.99256
-0.6564323,4.99256
-0.6554323,4.99256
-0.6544323,4.95935
-0.6534323,4.99256
-0.6524323,4.99256
-0.6514323,4.95935
-0.6504323,4.99256
-0.6494323,4.99256
-0.6484323,4.95935
-0.6474323,5.02577
-0.6464323,4.99256
-0.6454323,5.02577
-0.6444323,4.99256
-0.6434323,4.99256
-0.6424323,4.99256
-0.6414323,4.95935
-0.6404323,4.99256
-0.6394323,5.02577
-0.6384323,4.99256
-0.6374323,4.99256
-0.6364323,4.99256
-0.6354323,5.02577
-0.6344323,4.99256
-0.6334323,4.95935
-0.6324323,4.99256
-0.6314323,4.95935
-0.6304323,4.99256
-0.6294323,5.05898
-0.6284323,5.02577
-0.6274323,4.99256
-0.6264323,4.99256
-0.6254323,4.95935
-0.6244323,5.02577
-0.6234323,4.99256
-0.6224323,4.99256
-0.6214323,4.99256
-0.6204323,4.99256
-0.6194323,4.99256
-0.6184323,4.99256
-0.6174323,5.02577
-0.6164323,4.99256
-0.6154323,4.99256
-0.6144323,5.02577
-0.6134323,5.02577
-0.6124323,4.95935
-0.6114323,4.99256
-0.6104323,4.95935
-0.6094323,4.99256
-0.6084323,5.02577
-0.6074323,5.02577
-0.6064323,4.99256
-0.6054323,4.99256
-0.6044323,4.99256
-0.6034323,0.110786
-0.6024323,0.077577
-0.6014323,0.077577
-0.6004323,0.0443677
-0.5994323,0.0443677
-0.5984323,0.0443677
-0.5974323,0.077577
-0.5964323,0.0111583
-0.5954323,0.0111583
-0.5944323,0.077577
-0.5934323,0.0443677
-0.5924323,0.0443677
-0.5914323,0.0443677
-0.5904323,0.0443677
-0.5894323,0.0111583
-0.5884323,0.0111583
-0.5874323,0.0111583
-0.5864323,0.0111583
-0.5854323,0.0111583
-0.5844323,0.0111583
-0.5834323,0.0111583
-0.5824323,0.0111583
-0.5814323,0.0111583
-0.5804323,0.0111583
-0.5794323,4.85972
-0.5784323,4.95935
-0.5774323,4.92614
-0.5764323,4.95935
-0.5754323,4.92614
-0.5744323,4.95935
-0.5734323,4.99256
-0.5724323,4.99256
-0.5714323,5.02577
-0.5704323,4.99256
-0.5694323,4.99256
-0.5684323,5.02577
-0.5674323,4.99256
-0.5664323,5.02577
-0.5654323,4.99256
-0.5644323,4.99256
-0.5634323,4.99256
-0.5624323,5.02577
-0.5614323,4.99256
-0.5604323,4.92614
-0.5594323,4.95935
-0.5584323,4.99256
-0.5574323,4.99256
-0.5564323,4.99256
-0.5554323,4.99256
-0.5544323,4.99256
-0.5534323,4.99256
-0.5524323,4.95935
-0.5514323,4.99256
-0.5504323,4.99256
-0.5494323,4.99256
-0.5484323,4.95935
-0.5474323,5.02577
-0.5464323,4.99256
-0.5454323,4.99256
-0.5444323,4.99256
-0.5434323,4.99256
-0.5424323,4.92614
-0.5414323,4.99256
-0.5404323,4.99256
